ItemName,UnitName,TransactionDate,UnitPrice
Polythene,Roll,11/11/2019,1650
Polythene,Roll,11/12/2019,1300
Drawer lock clamp,Nos,9/4/2016,4
"Masking Tape 2""",Nos,8/25/2016,40
Polythene,Roll,8/25/2016,1500
Polythene,Roll,8/25/2016,1500
"Masking Tape 2""",Nos,9/29/2016,40
Polythene,Roll,9/29/2016,1500
"Cork sheet 1""",Nos,1/14/2023,250
"GI Nail 2.5""",Kg,1/14/2023,130
"GI Nail 2.5""",Kg,12/18/2022,130
"Screw Star 3""",Gros,8/7/2023,345
"GI Nail 2.5""",Kg,8/7/2023,130
Drill Bit 10mm,Nos,8/7/2023,75
"Cork sheet 1""",Nos,7/24/2019,170
"Drawer Channel 20""",Set,8/25/2022,420
"Drawer Channel 20""",Set,12/1/2022,420
"Cork sheet 1""",Nos,6/26/2019,330
Markin Cloth,Yrd,7/5/2020,30
"GI Nail 2.5""",Kg,6/9/2022,100
Flush Door (Sft),Sft,10/18/2016,242.25
Flush Door (Sft),Sft,10/18/2016,242.25
Sand Screening Net 1 ,Sft,3/8/2022,18
Sand Screening Net 1 ,Sft,3/14/2022,18
Flush Door (Sft),Sft,6/15/2016,242.25
Flush Door (Sft),Sft,6/15/2016,242.25
Flush Door (Sft),Sft,6/15/2016,242.25
"GI Nail 2.5""",Kg,8/25/2022,118
Drill Bit 10mm,Nos,9/5/2022,70
"GI Nail 2.5""",Kg,2/6/2016,66
Black Cloth,Yrd,2/2/2016,70
Markin Cloth,Yrd,4/23/2016,40
Flush Door (Sft),Sft,5/26/2015,255
"GI Nail 2.5""",Kg,1/27/2020,75
Sand Screening Net 1 ,Sft,7/21/2014,25
Paint Yellow,Gallon,7/16/2014,1060
Garjon Wood,Cft,1/11/2020,2200
Thinner-Jen T-8,Gallon,11/11/2015,943
"Drawer Channel 20""",Set,1/23/2016,220
Black Cloth,Yrd,1/9/2019,180
"PVC Pipe 3/4""",Rft,8/18/2022,6
"UPVC Plain Tee 4""",Nos,9/10/2022,180
"PVC Pipe 3/4""",Rft,3/8/2022,8
"PVC Socket 1""",Nos,3/8/2022,5
"PVC Bend 1.25""",Nos,3/8/2022,8.75
"PVC Pipe 3/4""",Rft,4/5/2021,8
"PVC Socket 1""",Nos,4/5/2021,5
"PVC Bend 1.25""",Nos,4/5/2021,8.75
"PVC Pipe 3/4""",Rft,12/22/2021,8
LED Strip Light,Meter,12/5/2022,475
LED Strip Light,Meter,5/25/2023,510
"GI Short Pipe 1/2"" (5"" Length)",Nos,12/29/2022,40
"Grating Net 3""",Nos,12/29/2022,120
"UPVC Socket 4""",Nos,9/7/2022,64.8
Spout,Nos,11/4/2021,9400
Spout,Nos,11/4/2021,10600
"UPVC Socket 4""",Nos,5/30/2022,61.6
"Screw 2""",Gros,9/26/2022,150
Access Control installation,Set,11/17/2021,3000
"CPVC Pipe 2""",Rft,7/3/2022,190.4
"Cable Tie 12""",Pkt,7/6/2022,110
"CPVC Pipe 2""",Rft,2/11/2023,212.5
Spout,Nos,3/21/2023,6862
"Screw 3""",Gros,3/21/2023,345
Measuring Tape 5 m,Nos,4/20/2022,450
"UPVC Socket 4""",Nos,1/16/2023,64.8
Spout,Nos,6/11/2023,10260
"CPVC Reducer 1"" x 3/4""",Nos,12/5/2021,69
Multi Socket (CO),Nos,2/9/2021,130
"UPVC Socket 4""",Nos,8/19/2021,73
"UPVC Back Door Bend 4""",Nos,8/19/2021,170
"UPVC Socket 4""",Nos,1/22/2020,66
"UPVC Socket 4""",Nos,4/28/2022,61.6
"UPVC Socket 4""",Nos,12/9/2021,90
"UPVC Socket 4""",Nos,10/7/2021,73
"UPVC Socket 4""",Nos,7/12/2020,66
"CPVC Pipe 2""",Rft,11/10/2021,355
"Cpvc Brass Threaded male adaptor 1.5""",Nos,8/25/2022,1075.25
Socket Internet,Nos,1/4/2023,480
Multi Socket (CO),Nos,11/25/2020,130
Cement Gray,Bag,8/1/2022,480
Cement Gray,Bag,8/29/2022,480
Cement Gray,Bag,9/4/2022,480
Cement Gray,Bag,6/9/2016,390
Cement Gray,Bag,6/21/2016,390
Cement Gray,Bag,9/28/2021,420
Cement Gray,Bag,11/8/2021,420
Cement Gray,Bag,12/31/2022,515
Cement Gray,Bag,10/22/2022,525
Hydrogen peroxide,Ltr,12/13/2022,85
UPS 650VA,Nos,5/24/2023,4500
Ready Mix Concrete 4500 psi (Bay 4) Pump Waterproofing,Cft,12/30/2020,285
Hydrogen peroxide,Ltr,8/26/2023,85
Cement Gray,Bag,6/30/2016,375
Cement Gray,Bag,1/4/2023,515
UPS 650VA,Nos,9/26/2021,2500
Cement Gray,Bag,9/30/2021,420
Cement Gray,Bag,1/26/2023,510
Cement Gray,Bag,2/1/2023,515
Cement Gray,Bag,2/1/2023,515
Cement Gray,Bag,2/2/2023,510
Cement Gray,Bag,8/29/2022,480
Cement Gray,Bag,2/15/2022,410
Cement Gray,Bag,3/19/2023,530
Cement Gray,Bag,1/3/2021,400
Cement Gray,Bag,2/7/2023,510
Welding Machine,Pes,2/11/2023,43710
Cement Gray,Bag,8/23/2023,515
Cement Gray,Bag,3/22/2023,530
Cement Gray,Bag,3/23/2023,520
Cement Gray,Bag,8/8/2023,515
Cement Gray,Bag,11/4/2023,495
Cement Gray,Bag,1/16/2023,515
Ready Mix Concrete 4500 psi (Bay 4) Pump Waterproofing,Cft,1/22/2023,348
Cement Gray,Bag,5/15/2023,505
Cement Gray,Bag,9/26/2023,500
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,6/29/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,7/3/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,7/3/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,7/4/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,7/5/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,7/6/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,7/6/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,7/6/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,7/6/2022,300
"Grinding Machine 7""",Pes,1/2/2017,13300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,10/27/2020,254
"Grinding Machine 7""",Pes,11/1/2020,15600
"Grinding Machine 7""",Pes,10/29/2020,15600
PP Filter (1 Micron),Nos,3/18/2022,220
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,7/6/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,7/6/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,7/6/2022,300
"Grinding Machine 7""",Pes,11/10/2022,11707
Television,Nos,4/22/2021,20500
Conference Microphone,Nos,4/7/2021,3500
Winter Coat,Nos,2/8/2023,815
Laptop Core i7,Nos,3/20/2023,174000
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,4/12/2022,269
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,4/12/2022,269
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,4/12/2022,269
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,4/12/2022,269
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,4/12/2022,269
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,4/19/2022,269
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,4/20/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,4/20/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,4/20/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,4/20/2022,269
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,4/20/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,4/20/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,4/21/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,4/21/2022,300
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,11/10/2020,254
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,11/12/2020,254
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,2/7/2023,318
Trolley,Nos,1/16/2023,5000
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,6/7/2023,318
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,6/7/2023,318
Ready Mix Concrete 3000 psi (Bay 1) Pump Non-waterproofing,Cft,6/7/2023,318
Multi Socket (CO),Nos,11/12/2019,130
"Screw 2""",Gros,12/19/2022,210
"CPVC Tee Plain 1.25""",Nos,3/16/2023,157.25
"CPVC Tee Plain 1.5""",Nos,3/16/2023,243.1
"CPVC Pipe 2""",Rft,3/16/2023,212.5
CPVC R socket 1.5'' x 2'',Nos,3/16/2023,435.2
"Cpvc Brass Threaded male adaptor 1.5""",Nos,11/12/2019,1733
"Screw 3""",Gros,7/3/2022,330
"Masking  Tape 1""",Nos,9/1/2016,18
Bell Push,Nos,11/8/2016,380
"UPVC Socket 4""",Nos,9/18/2021,73
"CPVC Pipe 2""",Rft,5/14/2022,184.6
"UPVC Y Tee 4""",Nos,9/10/2022,205.6
"UPVC Y Tee 4""",Nos,9/10/2022,205.6
Multi Socket (CO),Nos,2/13/2020,150
"UPVC Socket 4""",Nos,3/9/2022,90
"CPVC Pipe 2""",Rft,3/11/2021,355
Halogen Bulb 300w,Nos,6/29/2016,161.5
"Cable Tie 12""",Pkt,12/21/2022,123
"UPVC Socket 4""",Nos,12/22/2021,90
"Pressure reducing valve 1.5""",Nos,1/4/2023,9250
"CPVC 1.5"" Ball Valve",Nos,1/8/2023,2023
"CPVC Tee Plain 1.5""",Nos,1/8/2023,200.6
"Screw 3""",Gros,10/2/2021,310
"Cable Tie 12""",Pkt,9/5/2022,110
Towel Rail,Nos,12/27/2020,565
Basin (Set),Set,2/9/2023,13387
"GI Nipple 1""",Nos,2/11/2023,80
"GI Short Pipe 1""",Nos,2/11/2023,80
"CPVC Elbow 2.5""",Nos,1/22/2023,1224
Aluminium Ladder,Nos,12/2/2020,4200
Basin (Set),Set,3/9/2022,3480
"CPVC End Cap 1""",Nos,3/9/2022,45
"CPVC Socket 3/4""",Nos,3/9/2022,43
"PVC Bend 1""",Nos,3/9/2022,6
"UPVC Plain Bend 4""",Nos,5/30/2022,116.8
MCB 32A SP,Nos,8/21/2022,196.1
Towel Rail,Nos,1/3/2022,10800
Push Spray,Set,1/13/2022,4100
"Flexible Pipe 1"" (EG)",Rft,12/27/2020,5.82
Markin Cloth,Yrd,6/7/2016,40
Flush Door (Sft),Sft,7/13/2015,255
"GI Nail 2.5""",Kg,3/10/2016,65
"Drawer Channel 20""",Set,5/9/2016,220
Flush Door (Sft),Sft,10/24/2015,292.95
Markin Cloth,Yrd,3/29/2023,15
Thinner-Jen T-8,Gallon,3/19/2020,1080
Drill Bit 10mm,Nos,11/1/2023,75
Thinner-Jen T-8,Gallon,5/17/2023,1227.6
"GI Nail 2.5""",Kg,3/7/2024,130
"GI Nail 2.5""",Kg,10/23/2023,130
"GI Nail 2.5""",Kg,7/6/2022,95
Chittagong Teak Wood,Cft,1/30/2023,5300
Thinner-Jen T-8,Gallon,9/24/2023,1271.6
Flush Door (Sft),Sft,10/4/2023,386
Flush Door (Sft),Sft,10/4/2023,386
Flush Door (Sft),Sft,1/25/2023,377
"Jen, Epoxy Z/R Primer",Gallon,6/14/2023,6771.6
"Jen, Epoxy HB MIO Met Gray QD",Gallon,6/14/2023,3621.2
Thinner-Jen T-8,Gallon,6/14/2023,1227.6
"Drawer Channel 20""",Set,6/17/2023,420
Markin Cloth,Yrd,3/14/2024,15
Markin Cloth,Yrd,4/11/2023,15
Flush Door (Sft),Sft,4/11/2023,400
Poly Foam (Water proofing foam),Sft,12/31/2015,6.5
Hinge (hydraulic),Nos,12/27/2015,100
Hinge (hydraulic),Nos,1/1/2020,80
Foam (Cut-Pcs),Nos,3/10/2016,48
Hinge (hydraulic),Nos,5/9/2016,100
Foam (Cut-Pcs),Nos,12/15/2020,60
PU Primer Rich-Jen Epilux E 4 Zn,Gallon,8/27/2016,5520
GI Wire 24#,Kg,9/7/2016,90
Hinge (hydraulic),Nos,8/9/2021,85
"GI Nail 2""",Kg,6/15/2016,66
Foam (Cut-Pcs),Nos,3/8/2022,60
GI Wire 24#,Kg,3/8/2022,125
GI Wire 24#,Kg,4/15/2021,130
Foam (Cut-Pcs),Nos,12/19/2022,25
Internal Door Lock,Nos,7/15/2023,7093
Foam (Cut-Pcs),Nos,1/14/2023,45
"GI Nail 2""",Kg,9/11/2023,130
Foam (Cut-Pcs),Nos,9/11/2023,25
Hinge (hydraulic),Nos,8/3/2023,85
"PVC Bend 1""",Nos,10/20/2022,4.5
Basin (Set),Set,1/17/2023,83600
Basin (Set),Set,1/17/2023,57200
"PVC Bend 1""",Nos,1/12/2023,4.5
"CPVC Socket 3/4""",Nos,8/7/2023,22.95
"CPVC End Cap 1""",Nos,8/7/2023,27.2
"CPVC End Cap 1""",Nos,8/7/2023,27.2
"Screw SS 3""",Gros,8/7/2023,648
Cable Telephone (2 Pair),Coil,8/17/2023,3065.19
Basin (Set),Set,11/10/2021,38850
Basin (Set),Set,11/10/2021,45000
"UPVC Pipe 2""",Rft,9/3/2022,38.62
"PVC Bend 1""",Nos,5/27/2019,6
"UPVC Plain Bend 4""",Nos,11/8/2021,146
"UPVC Pipe 2""",Rft,11/8/2021,43.7
Cable Telephone (2 Pair),Coil,12/25/2021,3210
DP Switch,Nos,1/4/2023,660
"CPVC 1"" Coupling",Nos,7/5/2020,69
Basin (Set),Set,3/9/2022,84000
Copper Rod 3/4'',Rft,6/10/2018,480
Push Spray,Set,12/27/2022,2560
Basin (Set),Set,2/15/2022,34051.5
Basin (Set),Set,2/15/2022,39002.25
Cable Telephone (2 Pair),Coil,10/19/2022,2633.02
"UPVC Pipe 2""",Rft,9/10/2022,38.62
"UPVC Plain Bend 4""",Nos,9/10/2022,122.4
"PVC Bend 1""",Nos,3/8/2022,6
"UPVC Pipe 2""",Rft,3/9/2022,45.7
"CPVC Socket 3/4""",Nos,7/16/2022,22.95
Emergency Light,Nos,6/23/2016,930
"CPVC Socket 3/4""",Nos,6/22/2016,28
Basin (Set),Set,6/24/2016,2861
"PVC Bend 1""",Nos,4/5/2021,6
Emergency Light,Nos,12/21/2022,600
"PVC Bend 1""",Nos,12/22/2021,6
"Flexible Pipe 1"" (EG)",Rft,12/31/2022,7.5
"PVC Bend 1""",Nos,1/1/2023,4.5
Bath Mixture with Hand Shower,Nos,1/4/2023,53475
"GI Plug 1/2""",Nos,1/4/2023,10
CPVC Male  Adapter 1.5'',Nos,1/8/2023,1302.2
Hinge (hydraulic),Nos,8/3/2023,85
Foam (Cut-Pcs),Nos,6/19/2023,25
"GI Nail 2""",Kg,6/19/2023,130
Main Door Lock,Nos,6/25/2023,11250
Internal Door Lock,Nos,12/3/2023,2100
"GI Nail 2""",Kg,3/5/2024,130
Internal Door Lock,Nos,4/2/2024,3500
Foam (Cut-Pcs),Nos,8/1/2022,50
Internal Door Lock,Nos,5/15/2024,13160
Internal Door Lock,Nos,5/15/2024,2300
Internal Door Lock,Nos,5/15/2024,2080
Full Drum,Nos,11/25/2023,1600
Foam (Cut-Pcs),Nos,11/25/2023,25
Hinge (hydraulic),Nos,2/13/2024,142.5
Hinge (hydraulic),Nos,2/13/2024,146.25
"GI Nail 2""",Kg,6/19/2016,66
"GI Nail 2""",Kg,10/2/2021,95
"GI Nail 2""",Kg,8/25/2022,118
Foam (Cut-Pcs),Nos,8/25/2022,50
"Cork sheet 1.5""",Nos,5/27/2021,340
Foam (Cut-Pcs),Nos,9/16/2023,25
Main Door Lock,Nos,11/11/2023,5250
Foam (Cut-Pcs),Nos,9/11/2022,25
Foam (Cut-Pcs),Nos,5/10/2023,45
PU Primer Rich-Jen Epilux E 4 Zn,Gallon,5/17/2023,6771.6
"GI Nail 2""",Kg,1/14/2024,130
Foam (Cut-Pcs),Nos,6/30/2021,60
Main Door Lock,Nos,9/1/2016,6500
Foam (Cut-Pcs),Nos,3/31/2022,60
"Cork sheet 1.5""",Nos,3/31/2022,340
"GI Nail 2""",Kg,3/7/2024,130
"GI Nail 2""",Kg,10/23/2023,130
"GI Nail 2""",Kg,10/23/2023,130
Foam (Cut-Pcs),Nos,1/1/2022,60
Hinge (hydraulic),Nos,8/25/2022,95
Hinge (hydraulic),Nos,8/25/2022,95
Araldite,Set,8/25/2022,1350
"Cutting Disc 4""",Nos,1/16/2023,15
Ebonite Cover Round,Nos,6/29/2016,40
"Cutting Disc 4""",Nos,6/23/2016,18
"Cutting Disc 4""",Nos,3/8/2022,13
"Cutting Disc 4""",Nos,7/25/2023,15
"Cutting Disc 4""",Nos,5/10/2023,15
"CPVC Socket 3/4""",Nos,1/8/2023,22.95
LED Panel light 6W,Nos,1/17/2021,300
MCB 16A SP,Nos,5/6/2021,650
MCB 10A SP,Nos,5/6/2021,650
LED Panel light 6W,Nos,5/12/2021,290
CPVC glue (237 ml),Nos,12/8/2021,1423
Electric Oven,Nos,1/19/2022,79900
MCB 10A SP,Nos,1/20/2022,650
MCB 16A SP,Nos,1/20/2022,650
LED Panel light  18W,Set,7/24/2021,400
CPVC glue (237 ml),Nos,5/19/2022,739.96
LED panel-light,Nos,7/9/2020,600
Sink Mixture,Nos,7/24/2022,25915
Industrial Plug Socket 32A,Nos,5/12/2021,320
"UPVC Side Door Bend 4""",Nos,8/19/2021,181
Industrial Plug Socket 32A,Nos,2/9/2020,280
CPVC glue (237 ml),Nos,10/24/2021,1423
Sink Mixture,Nos,12/9/2021,36000
MCB 63A DP,Nos,11/28/2019,3800
Generator Servicing,Job,7/6/2020,12500
CPVC glue (237 ml),Nos,11/10/2021,1423
Sink Mixture,Nos,12/1/2022,13724
Generator Servicing,Job,12/22/2021,14000
CPVC glue (237 ml),Nos,7/5/2020,1423
Sink Mixture,Nos,10/20/2022,31450
Sink Mixture,Nos,6/22/2021,19800
Generator Servicing,Job,1/9/2017,21000
CPVC glue (237 ml),Nos,12/8/2021,1423
"Cpvc Cap 1.25""",Nos,12/9/2021,87
Generator Servicing,Job,12/14/2021,14000
"UPVC Offset Bend 6""",Nos,2/20/2022,614
Industrial Plug Socket 32A,Nos,7/24/2021,320
Generator Servicing,Job,5/23/2022,34400
"CPVC Socket 1.5''x 1""",Nos,5/29/2022,116.48
Sink Mixture,Nos,2/6/2022,36000
"UPVC Side Door Bend 4""",Nos,12/22/2021,220
"GI Elbow 1""",Nos,12/28/2020,120
CPVC glue (237 ml),Nos,12/28/2020,1423
CPVC glue (237 ml),Nos,3/9/2022,1423
Sink Mixture,Nos,3/27/2022,17500
Sutli,Kg,5/13/2023,115
Thread Rod 10mm,Nos,4/20/2022,130
Thread Rod 10mm,Nos,4/6/2023,160
"Cutting Disc 4""",Nos,4/6/2023,15
"Cutting Disc 4""",Nos,2/13/2023,15
Thread Rod 10mm,Nos,1/3/2023,170
"Cutting Disc 4""",Nos,1/3/2023,15
Sutli,Kg,1/3/2023,115
"Cutting Disc 4""",Nos,1/14/2023,15
Sutli,Kg,9/11/2023,115
Thread Rod 10mm,Nos,9/11/2023,160
Thread Rod 10mm,Nos,11/13/2023,160
"Cutting Disc 4""",Nos,6/7/2016,18
Lock (Pad),Nos,7/14/2015,120
"Cutting Disc 4""",Nos,4/23/2016,18
"Cutting Disc 4""",Nos,10/17/2020,15
"Cutting Disc 4""",Nos,12/6/2020,15
"G I Bucket 12""",Nos,12/15/2020,170
Sutli,Kg,12/15/2020,100
"Cutting Disc 4""",Nos,12/17/2020,15
Sutli,Kg,9/7/2016,66
"G I Bucket 12""",Nos,8/17/2021,170
"Cutting Disc 4""",Nos,2/22/2021,15
Sutli,Kg,2/22/2021,100
"Cutting Disc 4""",Nos,6/15/2016,18
Sutli,Kg,3/29/2021,135
"Cutting Disc 4""",Nos,7/6/2020,14
G I Sheet,Kg,7/6/2020,95
"Cutting Disc 4""",Nos,11/18/2019,15
"Cutting Disc 4""",Nos,11/18/2019,15
Steel Bucket,Nos,3/13/2021,160
"Cutting Disc 4""",Nos,10/25/2021,15
"Cutting Disc 4""",Nos,9/30/2021,15
"Cutting Disc 4""",Nos,9/15/2022,15
"Cutting Disc 4""",Nos,3/29/2023,15
"Cutting Disc 4""",Nos,3/29/2023,15
Washer for nut bolt,Kg,12/24/2020,115
Thread Rod 10mm,Nos,3/22/2023,160
"Hose Pipe Cotton 2""",Rft,3/22/2023,20
"Cutting Disc 4""",Nos,9/16/2023,15
"Cutting Disc 4""",Nos,12/24/2022,15
"Cutting Disc 4""",Nos,12/24/2022,14.5
"Cutting Disc 4""",Nos,11/1/2023,15
Desalt,Ltr,9/11/2022,370
CPVC glue (237 ml),Nos,3/9/2022,1423
Industrial Plug Socket 32A,Nos,9/25/2021,300
Sink Mixture,Nos,1/13/2022,18500
CPVC glue (237 ml),Nos,7/3/2022,761.6
LED Panel light 6W,Nos,12/30/2020,300
LED panel-light,Nos,2/15/2022,660
LED panel-light,Nos,2/15/2022,660
Industrial Plug Socket 32A,Nos,10/20/2022,270
"Screw 1.25""",Gros,3/21/2023,85
CPVC glue (237 ml),Nos,6/11/2023,761.6
Industrial Plug Socket 32A,Nos,10/13/2021,278
Industrial Plug Socket 32A,Nos,3/13/2021,280
CPVC glue (237 ml),Nos,7/16/2022,761.6
Generator Servicing,Job,6/20/2016,11500
CPVC glue (237 ml),Nos,6/22/2016,1015
"Screw 1.5""",Gros,8/25/2022,98
"Cable Tie 10""",Pkt,1/19/2022,90
CPVC glue (476 ml),Nos,1/19/2022,2654
Cpvc Union 3/4'',Nos,1/19/2022,505
"Cable Tie 10""",Pkt,8/13/2016,160
"CPVC Pipe 1.25""",Rft,8/16/2021,166
Shower Mixture (Mixture+Head+Spout),Set,8/19/2021,16800
"Saddle Clamp 2""",Nos,11/13/2016,6
Cable RG 06 (Coil),Coil,11/11/2016,2303
Shaving Mirror,Nos,4/24/2022,14000
Socket 15A 3pin,Nos,4/27/2022,424
Energy Saver Bulb,Nos,3/13/2021,210
"Cpvc Brass Threaded male adaptor 1""",Nos,3/20/2022,699
Shower Mixture (Mixture+Head+Spout),Set,3/27/2022,21600
Cpvc Union 3/4'',Nos,11/17/2021,505
"CPVC 1"" Ball Valve",Nos,11/17/2021,1156
Aluminium Profile,Nos,5/29/2022,1200
"Screw Star 5/8""",Nos,8/1/2022,0.45
Shelf,Nos,8/29/2022,2455.9
"GI Non Return Valve 2""",Nos,9/1/2022,1900
Aluminium Profile,Nos,9/4/2022,1360
"Flexible Pipe 1.5"" (EG)",Rft,3/9/2022,16.2
"CPVC 1"" Ball Valve",Nos,3/9/2022,1156
Carpentry work (job),Job,8/30/2021,224733
Carpentry work (job),Job,5/9/2022,270638
Carpentry work (job),Job,5/10/2022,62666
Carpentry work (job),Job,4/3/2022,621230
Carpentry work (job),Job,5/10/2022,12714
Carpentry work (job),Job,7/10/2018,10000
Carpentry work (job),Job,7/10/2018,10000
Carpentry work (job),Job,3/18/2022,986836
Carpentry work (job),Job,1/4/2017,5670
Carpentry work (job),Job,10/28/2018,17604
Dry wall making only framing & one side board,Sft,10/1/2019,9009
Pen,Pes,3/19/2023,5
Pen,Pes,3/19/2023,15
Carpentry work (job),Job,5/28/2022,244289
Carpentry work (job),Job,9/19/2020,52301
Carpentry work (job),Job,5/30/2017,15240
Carpentry work (job),Job,5/30/2017,5778
Carpentry work (job),Job,3/10/2018,15686
Carpentry work (job),Job,1/11/2023,314198
Carpentry work (job),Job,12/18/2022,483752
Carpentry work (job),Job,3/14/2022,978452
Glazing works (Job),Job,1/29/2019,58891
Glazing works (Job),Job,10/1/2018,17460
Glazing works (Job),Job,10/1/2018,17460
Glazing works (Job),Job,9/27/2018,22163554
cabinet by ply/melamine board (front measurement),Sft,1/10/2019,243.75
Glazing works (Job),Job,7/10/2019,42542500
Glazing works (Job),Job,6/25/2019,5000
Glazing works (Job),Job,3/15/2018,23440
Glazing works (Job),Job,3/15/2018,23440
Glazing works (Job),Job,5/19/2019,38670
Glazing works (Job),Job,5/19/2019,2526
Glazing works (Job),Job,7/15/2019,45036
Glazing works (Job),Job,11/3/2019,286995
Glazing works (Job),Job,5/8/2019,212749
cabinet by ply/melamine board (front measurement),Sft,9/13/2015,172.5
Glazing works (Job),Job,9/19/2020,31377
Glazing works (Job),Job,6/4/2018,10300000
Glazing works (Job),Job,11/20/2019,10002272
Glazing works (Job),Job,5/8/2019,76207
Glazing works (Job),Job,10/11/2020,546293
Glazing works (Job),Job,2/15/2021,50800
Glazing works (Job),Job,3/14/2018,10471
Glazing works (Job),Job,3/14/2018,22950
"Cutting Disc 4""",Nos,5/10/2023,15
"Cutting Disc 4""",Nos,6/30/2021,15
"Hose Pipe Cotton 2""",Rft,6/30/2021,28
"Cup Brush 7""",Nos,9/1/2016,680
Thread Rod 10mm,Nos,9/1/2016,110
"Cutting Disc 4""",Nos,3/31/2022,15
"Cutting Disc 4""",Nos,6/15/2022,13
Cloth Hook,Nos,1/3/2022,2300
Shutter Oil,Litre,1/10/2022,130
Shutter Oil,Litre,7/6/2022,150
Wire Mesh,Sft,1/4/2021,5.5
Shutter Oil,Litre,10/19/2022,185
Shutter Oil,Litre,4/20/2022,140
Garments Jute,Kg,4/20/2022,48
Shutter Oil,Litre,1/14/2023,185
Wire Mesh,Sft,9/5/2023,9
Cabinet Hardware (Set),Set,4/1/2021,84750
Shutter Oil,Litre,9/10/2022,185
Garments Jute,Kg,11/15/2022,45
Wire Mesh,Sft,1/17/2024,9
Malet (Rubber Hammer) Big size,Nos,11/1/2022,480
Garments Jute,Kg,5/15/2024,45
Wire Mesh,Sft,3/27/2024,8
Steel Brush,Nos,6/8/2024,35
Wire Mesh,Sft,6/8/2024,9
Wire Mesh,Sft,1/22/2023,6
Wire Mesh,Sft,4/6/2023,12
Garments Jute,Kg,1/14/2023,55
Door Stopper,Nos,11/13/2023,430
Door Stopper,Nos,11/13/2023,15
Shutter Oil,Litre,3/27/2022,140
Shutter Oil,Litre,2/19/2023,185
Garments Jute,Kg,6/19/2023,45
Shutter Oil,Litre,6/25/2023,185
Wire Mesh,Sft,11/24/2022,12
Wire Mesh,Sft,8/29/2022,5.5
Wire Mesh,Sft,12/24/2020,5.5
Wire Mesh,Sft,8/8/2023,12
Wire Mesh,Sft,11/1/2023,9
Garments Jute,Kg,1/16/2023,60
Drum (Half Size),Nos,1/24/2023,900
Garments Jute,Kg,2/23/2023,60
Shutter Oil,Litre,2/23/2023,185
"Burmateak Ply  3/4"" (4'-0"" x 8'-0"")",Nos,8/3/2015,3816
"Burmateak Ply  3/4"" (4'-0"" x 8'-0"")",Nos,12/18/2019,3977.65
MS Bar (20mm) Grade-72.5,Kg,10/27/2020,57
Bricks Bangla,Nos,8/9/2021,9.5
Bricks Bangla,Nos,8/16/2021,9.5
Bricks Bangla,Nos,8/17/2021,9.5
MS Bar (20mm) Grade-72.5,Kg,8/18/2021,75.2
Bricks Bangla,Nos,8/21/2021,9.5
MS Bar (20mm) Grade-72.5,Kg,10/3/2020,58.4
